region,category,store_id,age_group,gender,income_band,units_sold,revenue,high_margin
London,Legwear,Online,45-54,Other,Medium,1,9.325551561641724,1
London,Socks,Online,25-34,Other,Medium,4,38.26116684647083,1
Wales,Tights,Store_B,35-44,Male,Low,1,13.488246431068998,1
Scotland,Tights,Store_A,18-24,Male,Medium,2,24.178976749818602,1
North West,Legwear,Store_B,45-54,Female,Medium,2,23.75979488227238,1
Wales,Socks,Store_A,35-44,Male,Medium,2,14.751783142173295,1
Midlands,Accessories,Store_B,55+,Female,Medium,2,28.164065689966478,1
London,Tights,Store_A,45-54,Male,High,3,33.500524868715175,1
Scotland,Accessories,Store_B,55+,Female,High,2,30.008471816601276,1
Midlands,Tights,Online,35-44,Female,Low,1,12.375716928336047,1
London,Legwear,Store_A,18-24,Male,Low,1,10.004882091915643,1
Wales,Socks,Online,45-54,Female,Low,2,14.553592889673354,1
South East,Legwear,Store_B,35-44,Male,Medium,1,9.788778800713139,1
London,Legwear,Online,25-34,Female,Low,1,10.853725629602408,1
North West,Tights,Online,35-44,Female,High,3,33.05749940344496,1
South East,Accessories,Store_A,18-24,Female,Low,2,33.694240597022564,1
Wales,Accessories,Store_B,45-54,Female,Low,1,14.139713450298286,1
South East,Tights,Online,18-24,Female,Medium,3,35.07278752016394,1
Wales,Legwear,Store_A,35-44,Female,High,1,9.476210521770614,1
South East,Legwear,Store_A,18-24,Male,Medium,6,71.76368990427937,1
Scotland,Legwear,Online,45-54,Male,Low,3,34.73655713640561,1
North West,Accessories,Store_A,18-24,Male,Medium,6,89.56102584716162,1
South East,Tights,Store_A,18-24,Male,Medium,1,12.230790938125818,1
Scotland,Legwear,Online,35-44,Female,Low,2,23.41816844276556,1
London,Socks,Store_A,45-54,Male,Medium,3,24.41336358425611,1
Scotland,Socks,Store_A,35-44,Female,Low,1,8.817815039410917,1
Scotland,Legwear,Store_B,55+,Female,Medium,1,9.630222585260345,1
Scotland,Legwear,Store_A,45-54,Male,Low,2,22.001422985197042,1
Wales,Socks,Store_A,18-24,Male,Low,2,17.56890302487053,1
Scotland,Accessories,Store_A,55+,Female,Low,3,53.576893764015885,1
Midlands,Socks,Store_A,55+,Male,High,3,23.230875905780387,1
London,Tights,Online,25-34,Male,High,3,40.53390918262319,1
Wales,Legwear,Online,35-44,Female,Medium,1,9.182265819269942,1
Wales,Legwear,Store_A,18-24,Male,Medium,1,10.238940436414339,1
South East,Accessories,Online,45-54,Male,Medium,1,14.275770498961455,1
Wales,Accessories,Online,25-34,Male,Low,1,14.885234822605542,1
North West,Legwear,Store_A,45-54,Male,Medium,1,11.53505175290052,1
South East,Socks,Online,45-54,Female,Low,1,9.398427713248907,1
Wales,Tights,Store_A,25-34,Female,Low,5,61.510277831306006,1
Wales,Accessories,Store_B,25-34,Female,Low,2,32.16009639260566,1
Wales,Accessories,Store_A,25-34,Male,Low,1,16.354804251360044,1
London,Socks,Online,25-34,Male,Medium,1,7.578789653877936,1
Wales,Legwear,Online,55+,Female,Low,2,20.07392759377035,1
Wales,Socks,Store_A,45-54,Female,Medium,3,21.631752964658236,1
Midlands,Socks,Online,45-54,Male,Medium,2,16.648284437621037,1
North West,Tights,Store_A,45-54,Female,High,2,27.82169193855335,1
Scotland,Tights,Online,18-24,Female,Medium,3,42.99737419087165,1
North West,Tights,Store_A,45-54,Male,Medium,1,11.227249801903266,1
Wales,Tights,Online,35-44,Male,Medium,1,13.964735845290202,1
South East,Accessories,Online,18-24,Male,Low,6,101.38393903048265,1
North West,Accessories,Store_B,35-44,Female,Medium,1,17.399643558171835,1
Midlands,Tights,Store_B,35-44,Other,Medium,1,11.118556308717912,1
Scotland,Tights,Store_A,35-44,Female,Medium,2,27.352743037440085,1
Midlands,Accessories,Store_A,25-34,Female,Medium,2,32.73453089521169,1
Wales,Legwear,Online,35-44,Female,High,4,37.29482303377893,1
South East,Tights,Online,35-44,Female,High,1,14.227942515306674,1
London,Socks,Store_B,45-54,Female,Medium,1,8.610641268546917,1
Wales,Accessories,Online,18-24,Female,Low,1,14.918677362161677,1
North West,Socks,Store_A,35-44,Other,Low,3,26.419546037336758,1
Midlands,Accessories,Store_A,35-44,Male,Medium,1,15.045329005865783,1
London,Socks,Store_B,25-34,Male,Low,1,7.964064991546753,1
Wales,Legwear,Online,45-54,Female,Low,2,22.98899010658939,1
Midlands,Socks,Online,55+,Female,High,2,18.55680734524224,1
South East,Accessories,Online,55+,Male,High,3,49.397938033444326,1
Midlands,Tights,Store_A,55+,Other,Low,1,13.075894012466396,1
South East,Legwear,Store_B,25-34,Male,Medium,1,10.146519635814762,1
London,Tights,Store_B,18-24,Female,Medium,3,35.01301935515165,1
Scotland,Tights,Online,45-54,Male,Low,4,51.70307808705765,1
London,Accessories,Store_A,45-54,Male,High,1,17.834085956100544,1
Midlands,Tights,Online,25-34,Male,Medium,1,11.069832039101138,1
Wales,Socks,Store_A,55+,Male,Low,4,37.064596307723804,1
London,Tights,Store_B,25-34,Male,Low,5,63.750544912585,1
Scotland,Tights,Online,18-24,Female,Medium,1,13.789399917710742,1
Midlands,Tights,Store_B,35-44,Female,Low,4,44.27146946145886,1
Midlands,Legwear,Store_B,35-44,Male,Low,1,9.588574481226251,1
South East,Socks,Online,35-44,Female,Low,1,9.421475001623593,1
Midlands,Socks,Online,25-34,Female,Medium,2,18.534895024719678,1
Midlands,Accessories,Store_B,35-44,Female,Medium,1,15.864172677792702,1
South East,Tights,Online,25-34,Other,Low,4,55.480377359181205,1
South East,Legwear,Store_A,25-34,Female,Low,4,45.8564472309004,1
Midlands,Tights,Online,25-34,Female,High,4,56.356785005069035,1
Scotland,Socks,Online,35-44,Female,Low,4,37.94790018878944,1
South East,Tights,Online,18-24,Female,Low,1,11.22095657613844,1
Midlands,Tights,Store_B,35-44,Female,Medium,4,44.120361250844006,1
Wales,Legwear,Store_A,45-54,Male,High,2,19.296105467635293,1
North West,Tights,Store_B,18-24,Female,Medium,1,13.775855822458587,1
North West,Legwear,Store_A,45-54,Male,Medium,3,30.039513596869675,1
North West,Accessories,Store_B,35-44,Female,High,4,65.25971365020476,1
London,Socks,Online,25-34,Male,High,1,7.9326737112748065,1
Scotland,Socks,Store_A,35-44,Female,Medium,2,15.970124239548335,1
Scotland,Legwear,Online,55+,Male,Medium,2,22.25421144795463,1
Wales,Accessories,Online,18-24,Female,Low,3,41.50578333174548,1
Midlands,Tights,Online,35-44,Male,Low,1,12.036118917169219,1
Wales,Accessories,Store_B,18-24,Male,Low,1,15.404277281497155,1
Wales,Tights,Store_A,55+,Female,Medium,5,71.77757974185712,1
Scotland,Accessories,Online,25-34,Female,Low,1,17.67895040129994,1
North West,Legwear,Store_B,18-24,Female,Medium,3,32.676631914303925,1
North West,Socks,Store_A,25-34,Female,Low,2,16.464135241519628,1
Midlands,Accessories,Online,45-54,Female,Low,1,16.52172864881216,1
Midlands,Socks,Store_A,35-44,Male,High,2,14.688124557291196,1
Scotland,Accessories,Online,55+,Female,High,3,43.83837019684054,1
North West,Accessories,Online,18-24,Male,High,1,17.095637767880056,1
Scotland,Accessories,Online,45-54,Male,High,4,58.17904586435896,1
Midlands,Legwear,Store_A,18-24,Male,Low,1,11.726576054193998,1
Scotland,Accessories,Online,55+,Male,Low,1,16.107987103419518,1
Midlands,Legwear,Online,25-34,Male,Low,3,29.92199651165195,1
North West,Socks,Online,25-34,Female,High,2,14.590817151523396,1
North West,Tights,Online,35-44,Female,Low,1,14.34059103913003,1
North West,Socks,Online,35-44,Female,Low,1,9.466088675331983,1
South East,Tights,Online,45-54,Male,Low,3,40.59456402709959,1
Scotland,Accessories,Online,25-34,Male,Low,1,13.855546215930806,1
North West,Tights,Store_B,35-44,Male,High,2,26.62677386498632,1
Scotland,Legwear,Store_B,45-54,Male,Medium,4,42.76855519102341,1
South East,Socks,Online,45-54,Other,Low,4,30.437747226503618,1
Wales,Legwear,Online,25-34,Male,High,1,9.749728348050182,1
Scotland,Accessories,Online,35-44,Female,Low,2,29.158588338645046,1
Scotland,Tights,Store_A,55+,Female,Low,1,14.250574497811456,1
South East,Accessories,Store_B,45-54,Female,Low,1,16.78685357312009,1
South East,Socks,Online,25-34,Male,Low,7,53.67781325299045,1
Wales,Tights,Online,35-44,Female,Low,4,52.60025091778943,1
London,Accessories,Online,55+,Female,Low,4,67.01532072290655,1
Wales,Socks,Online,45-54,Female,Medium,1,8.900653163392535,1
North West,Tights,Store_A,55+,Male,Medium,3,40.83791192780305,1
Wales,Accessories,Online,35-44,Female,High,2,32.122795969250745,1
Scotland,Tights,Online,55+,Male,Medium,2,28.69211288356301,1
North West,Legwear,Store_A,55+,Female,Medium,1,9.93747339986058,1
Wales,Legwear,Online,45-54,Male,Low,1,10.427379589608606,1
Wales,Tights,Online,35-44,Female,Medium,1,10.98903299788462,1
South East,Socks,Store_A,18-24,Female,Medium,3,23.729916523147025,1
Midlands,Legwear,Online,55+,Female,Low,2,23.708924829970744,1
North West,Socks,Online,55+,Female,Medium,4,31.76269911909643,1
Scotland,Tights,Online,18-24,Female,Low,3,36.71116549402299,1
North West,Accessories,Online,18-24,Male,High,6,83.94012472212164,1
London,Accessories,Store_B,25-34,Male,High,1,15.29180003091181,1
North West,Legwear,Store_A,25-34,Female,High,5,46.56268258139247,1
Wales,Socks,Store_B,55+,Female,High,4,36.46491135008698,1
South East,Tights,Store_B,55+,Female,Medium,1,13.597250447022551,1
Midlands,Accessories,Online,45-54,Male,High,2,32.9772429630771,1
South East,Legwear,Store_A,55+,Female,Medium,3,30.700300075654535,1
North West,Legwear,Online,25-34,Male,High,1,11.028102219948707,1
North West,Legwear,Online,25-34,Female,High,3,27.789801532532657,1
Wales,Accessories,Online,18-24,Male,Medium,1,14.793342247523324,1
South East,Accessories,Online,25-34,Male,High,1,17.78830672004944,1
Scotland,Accessories,Online,18-24,Female,Medium,3,44.92045665159523,1
Midlands,Tights,Store_B,25-34,Female,Medium,1,11.251334540116513,1
London,Tights,Store_A,55+,Male,Low,3,36.953107262538865,1
Midlands,Tights,Online,25-34,Female,Medium,2,27.492586795465122,1
London,Legwear,Store_B,55+,Other,Low,2,23.426631404026388,1
Wales,Legwear,Online,35-44,Male,Medium,2,21.302727320587962,1
Scotland,Tights,Online,45-54,Male,Medium,2,27.837313581022087,1
South East,Socks,Online,35-44,Female,High,3,28.791631881034093,1
Scotland,Tights,Store_A,18-24,Female,Medium,4,52.539235408325396,1
North West,Socks,Online,45-54,Male,Low,2,15.454470962751051,1
North West,Tights,Online,45-54,Female,High,2,27.05156531151909,1
South East,Legwear,Store_A,25-34,Female,Medium,1,10.675393927309418,1
Wales,Accessories,Store_B,45-54,Male,Medium,4,56.9696822884497,1
Wales,Accessories,Store_A,45-54,Other,Low,3,48.0655624735565,1
South East,Socks,Store_A,55+,Male,Medium,1,9.38707520982148,1
Wales,Accessories,Store_B,35-44,Male,High,2,29.05378257550688,1
Midlands,Socks,Store_A,25-34,Male,Medium,3,25.02552606481807,1
Wales,Tights,Store_A,35-44,Female,Medium,2,22.782484832517163,1
Wales,Socks,Store_B,25-34,Female,Medium,1,9.270921760417224,1
Midlands,Accessories,Online,35-44,Female,Low,1,16.5513275170277,1
South East,Tights,Online,55+,Male,Medium,3,41.31380389858534,1
Scotland,Tights,Store_B,45-54,Female,High,1,13.61937442443817,1
Scotland,Legwear,Store_A,35-44,Female,Medium,1,10.052569930327005,1
South East,Accessories,Online,35-44,Male,Low,1,15.958286771363033,1
Scotland,Socks,Store_A,55+,Male,Medium,1,9.138020960357167,1
Scotland,Accessories,Online,25-34,Female,Medium,1,14.535055224479706,1
North West,Socks,Store_B,45-54,Male,Medium,3,26.115340540185986,1
Wales,Tights,Store_A,35-44,Female,Low,4,55.67691127285803,1
North West,Accessories,Online,18-24,Female,Medium,3,53.45250963541658,1
Scotland,Tights,Online,25-34,Male,Medium,1,12.12068160164702,1
Wales,Socks,Store_B,55+,Male,Low,3,25.467485446397568,1
Wales,Socks,Store_B,18-24,Female,Medium,3,25.867495751762775,1
South East,Socks,Store_A,45-54,Male,Low,1,7.2685912570812565,1
South East,Legwear,Online,35-44,Female,Medium,1,11.520874592396545,1
Scotland,Accessories,Store_B,45-54,Male,Low,3,47.234831568481184,1
London,Legwear,Online,55+,Male,Medium,1,9.30055621299741,1
Scotland,Legwear,Online,18-24,Male,Medium,1,11.257918678356958,1
North West,Accessories,Store_A,45-54,Male,Low,2,30.037117341225592,1
South East,Legwear,Online,18-24,Male,Low,1,11.28855493591729,1
Wales,Legwear,Store_A,35-44,Female,Medium,2,20.05637827460044,1
Scotland,Socks,Online,25-34,Male,Medium,4,37.74106817834225,1
North West,Socks,Online,45-54,Female,Low,2,14.562994857683838,1
Midlands,Legwear,Online,35-44,Female,Low,1,10.589549427500218,1
South East,Tights,Store_A,18-24,Male,High,1,12.706800898786256,1
Scotland,Accessories,Store_B,55+,Male,Medium,4,65.0919497911427,1
London,Accessories,Store_A,18-24,Male,Medium,3,46.30304416766753,1
South East,Socks,Store_A,18-24,Male,High,1,7.248294316436439,1
North West,Socks,Online,35-44,Male,Low,3,28.765474804068088,1
London,Accessories,Online,45-54,Female,High,2,30.139609760515363,1
North West,Legwear,Online,18-24,Female,Low,2,23.965225271534088,1
London,Accessories,Store_B,45-54,Female,Medium,1,15.408245032667764,1
Scotland,Tights,Store_A,25-34,Male,Medium,4,57.06693759819112,1
Midlands,Legwear,Store_B,45-54,Female,Low,3,31.180599046228725,1
Midlands,Accessories,Online,45-54,Male,Low,1,15.876155518070915,1
Wales,Legwear,Online,35-44,Female,Medium,1,10.144587053214554,1
South East,Legwear,Online,35-44,Female,High,3,34.79075208556914,1
Wales,Legwear,Store_B,25-34,Male,High,5,54.97198915034095,1
London,Accessories,Online,25-34,Male,Medium,1,15.151353068450186,1
Midlands,Accessories,Store_B,35-44,Male,Medium,2,33.60447574051146,1
Scotland,Accessories,Store_A,35-44,Female,High,3,49.52691706780311,1
North West,Socks,Online,55+,Male,Low,3,22.58480203966063,1
North West,Accessories,Online,35-44,Male,Medium,1,15.573264100219161,1
South East,Tights,Online,45-54,Male,Medium,3,34.473686080428955,1
South East,Socks,Online,45-54,Female,Medium,1,8.198728075690383,1
Midlands,Socks,Store_A,55+,Female,Medium,3,27.9760436908824,1
South East,Legwear,Online,35-44,Male,High,1,9.466956032572922,1
Midlands,Tights,Store_A,25-34,Male,Medium,4,44.2948335499775,1
Midlands,Tights,Store_A,18-24,Male,High,1,11.310031887790785,1
North West,Accessories,Online,18-24,Female,Low,1,13.856140781698587,1
Midlands,Tights,Store_A,45-54,Female,Medium,2,22.916667133689373,1
South East,Socks,Online,35-44,Female,Low,3,23.099618227855775,1
North West,Tights,Store_B,25-34,Male,Low,1,11.986840423387214,1
Wales,Accessories,Online,18-24,Male,Low,3,48.83552278490739,1
South East,Tights,Online,35-44,Male,Low,2,22.81471528865003,1
North West,Socks,Store_A,25-34,Male,Low,1,8.610644743123602,1
London,Legwear,Store_A,35-44,Female,Medium,4,39.83258983874971,1
North West,Accessories,Online,35-44,Male,High,1,17.231517811513317,1
Scotland,Socks,Online,45-54,Male,High,1,7.5536901162149706,1
North West,Socks,Online,45-54,Female,Low,2,15.685965713139314,1
North West,Socks,Store_A,25-34,Female,High,1,8.930610260874701,1
North West,Legwear,Store_B,25-34,Female,Medium,3,34.04641961250796,1
North West,Accessories,Online,25-34,Female,Medium,2,31.830786325580846,1
Midlands,Socks,Online,18-24,Male,High,1,9.369582704844053,1
Midlands,Socks,Online,45-54,Male,Low,2,16.751285631440656,1
South East,Tights,Store_A,35-44,Male,High,1,14.303682479423115,1
Scotland,Accessories,Store_B,45-54,Female,Low,3,48.82616991519816,1
North West,Legwear,Store_A,25-34,Female,Low,4,44.117911361080324,1
Midlands,Legwear,Online,35-44,Male,Medium,1,11.47674391543438,1
North West,Socks,Store_A,18-24,Male,High,1,9.333735400691697,1
London,Tights,Online,55+,Female,High,1,14.226301856961364,1
Wales,Tights,Online,55+,Male,Low,3,42.22361754550445,1
Scotland,Tights,Store_B,25-34,Male,Medium,1,12.979267151614309,1
Scotland,Legwear,Store_B,55+,Female,Medium,1,10.352409785277434,1
North West,Tights,Online,45-54,Male,Low,4,54.68618652731151,1
London,Socks,Online,45-54,Female,Medium,2,17.807647520137934,1
Wales,Legwear,Online,55+,Male,High,4,46.83096593899613,1
South East,Legwear,Online,45-54,Male,Low,1,9.372957922786952,1
Midlands,Tights,Online,45-54,Male,Low,3,33.32362780216427,1
Midlands,Accessories,Store_A,18-24,Other,Medium,1,17.055163412893233,1
London,Legwear,Store_B,18-24,Female,Medium,3,33.29168071400728,1
Scotland,Legwear,Store_A,18-24,Male,Low,5,49.50076254125711,1
London,Legwear,Online,55+,Male,Medium,4,47.20873199234076,1
Scotland,Accessories,Store_B,25-34,Female,Low,3,44.17670269064303,1
Wales,Accessories,Online,45-54,Female,Medium,2,35.49870737909834,1
South East,Socks,Online,35-44,Female,Low,1,9.59389000112224,1
North West,Tights,Store_B,45-54,Male,Medium,1,12.5503938475472,1
Wales,Legwear,Store_B,18-24,Female,Low,2,22.262065431112482,1
Wales,Accessories,Online,55+,Female,Low,1,14.778548157487403,1
Scotland,Socks,Store_A,35-44,Male,Medium,1,8.54214508005936,1
London,Socks,Online,55+,Male,Medium,1,7.364363194666579,1
North West,Legwear,Store_A,45-54,Female,High,1,11.876634957355371,1
Scotland,Accessories,Online,45-54,Male,Low,3,46.10121845670043,1
North West,Accessories,Online,18-24,Male,Medium,3,45.124023028169944,1
South East,Tights,Store_B,55+,Male,Medium,1,11.347986118875479,1
London,Socks,Online,45-54,Female,Low,3,27.75875744833703,1
London,Socks,Online,45-54,Male,High,2,14.441369892474722,1
South East,Socks,Online,25-34,Male,Medium,5,42.06714018550845,1
Wales,Accessories,Online,18-24,Male,Medium,2,28.22807091709692,1
Scotland,Legwear,Online,55+,Male,Medium,3,34.07249722546272,1
Midlands,Legwear,Online,25-34,Male,Medium,1,9.77920781512344,1
North West,Accessories,Online,55+,Female,High,3,51.181618090280175,1
South East,Legwear,Online,18-24,Female,High,3,35.79742794501084,1
London,Tights,Online,18-24,Male,Medium,3,34.14277140790718,1
South East,Tights,Online,25-34,Female,Low,1,14.326240453534389,1
North West,Legwear,Store_A,18-24,Female,Medium,1,11.652567683399347,1
Wales,Tights,Store_A,25-34,Male,Low,3,34.36806013608012,1
London,Tights,Online,25-34,Female,High,1,13.726736736829874,1
London,Tights,Online,45-54,Other,Low,1,12.347805812244381,1
London,Socks,Store_A,35-44,Other,Low,2,19.005632689431422,1
South East,Tights,Store_B,45-54,Male,Medium,2,22.357838485771495,1
Wales,Accessories,Store_B,55+,Male,Low,1,13.522900645927272,1
Scotland,Socks,Store_A,25-34,Female,Medium,1,8.566950577595799,1
Midlands,Accessories,Online,25-34,Male,Low,1,15.526438203939124,1
Scotland,Tights,Online,18-24,Male,Low,1,12.981772617386461,1
London,Accessories,Store_A,55+,Male,Medium,7,95.76525945832606,1
Wales,Accessories,Store_A,18-24,Female,Low,2,27.103767871587504,1
London,Legwear,Online,18-24,Male,Low,1,9.346468541033254,1
Scotland,Tights,Store_A,35-44,Other,Low,1,12.738530074050189,1
North West,Socks,Online,35-44,Male,High,1,9.212763355870315,1
London,Socks,Online,55+,Male,High,3,27.54728172359727,1
Wales,Tights,Online,25-34,Female,Low,1,11.070081936262353,1
South East,Accessories,Store_A,18-24,Male,Low,1,16.29095309866719,1
Midlands,Tights,Online,25-34,Male,Medium,4,53.5433398295315,1
North West,Tights,Store_B,45-54,Male,Low,1,11.086598969196043,1
Wales,Socks,Online,35-44,Male,Low,1,7.247699354454242,1
Scotland,Socks,Store_A,35-44,Female,Medium,4,34.101450050199055,1
South East,Tights,Store_B,25-34,Female,High,3,40.28893490224288,1
London,Tights,Store_A,25-34,Female,Low,2,28.768192307679367,1
Scotland,Legwear,Store_A,45-54,Female,Medium,1,11.479257842184769,1
South East,Legwear,Store_B,55+,Female,Medium,3,32.476249053220464,1
Midlands,Legwear,Online,35-44,Female,Low,4,40.58583416637055,1
London,Tights,Store_B,45-54,Other,Low,1,12.588678569908827,1
Scotland,Tights,Online,35-44,Male,Low,2,25.54633453551984,1
North West,Accessories,Online,45-54,Female,Medium,2,30.388834973444897,1
North West,Accessories,Store_B,55+,Male,Low,2,31.865130599588177,1
North West,Accessories,Online,45-54,Male,Low,3,49.07266790615658,1
London,Accessories,Online,25-34,Male,Low,1,13.577513973155668,1
Wales,Socks,Online,55+,Male,High,1,8.926054434262614,1
Midlands,Tights,Online,25-34,Female,Medium,2,24.16235056522531,1
Scotland,Legwear,Store_A,35-44,Male,Medium,3,30.26246380851757,1
South East,Accessories,Store_A,35-44,Female,Low,7,110.59114853213451,1
North West,Accessories,Store_A,35-44,Male,High,1,17.334799161577372,1
Scotland,Tights,Online,18-24,Female,Medium,5,60.07109824484021,1
London,Socks,Online,35-44,Male,Low,2,17.72930084122502,1
Scotland,Legwear,Store_A,45-54,Female,Low,5,46.18095147663109,1
Wales,Accessories,Online,25-34,Other,Medium,1,15.967423498918604,1
Midlands,Legwear,Store_A,35-44,Female,Medium,3,34.14521387463251,1
London,Accessories,Store_B,45-54,Female,Low,2,30.509629720030624,1
London,Socks,Store_B,25-34,Female,Medium,1,9.082849824527523,1
Wales,Tights,Store_A,35-44,Female,High,1,13.069021160959876,1
Wales,Socks,Store_A,35-44,Male,High,4,32.741612700708394,1
Scotland,Legwear,Online,18-24,Male,Medium,1,9.559601765508475,1
Midlands,Accessories,Online,45-54,Male,High,2,31.705125741585036,1
London,Legwear,Online,55+,Male,Medium,2,19.041278406606693,1
Scotland,Socks,Store_A,55+,Male,Medium,1,9.057343533548362,1
Wales,Socks,Store_A,45-54,Male,Low,3,24.1589567788782,1
Wales,Socks,Online,45-54,Male,High,2,18.66636886674168,1
South East,Socks,Online,55+,Male,Low,1,8.592817314073816,1
North West,Legwear,Store_B,45-54,Male,Low,4,45.96498289025912,1
Scotland,Legwear,Online,25-34,Female,Low,1,10.036791238001538,1
Wales,Tights,Store_B,18-24,Male,Medium,3,33.395731576968686,1
North West,Tights,Store_A,45-54,Male,Medium,3,32.5928886049655,1
Scotland,Accessories,Store_B,45-54,Female,Low,1,14.818065315177776,1
Scotland,Tights,Store_A,18-24,Female,High,1,13.949936429508336,1
Wales,Tights,Store_A,55+,Male,High,1,13.275753079108796,1
South East,Tights,Store_A,25-34,Male,Low,4,54.811066658234814,1
Scotland,Accessories,Store_A,18-24,Female,High,1,15.041462690290906,1
North West,Legwear,Online,18-24,Male,Low,1,11.537145971667464,1
South East,Socks,Store_B,18-24,Female,Low,3,22.280512637300735,1
Midlands,Socks,Online,25-34,Female,Low,2,18.243157961880552,1
Scotland,Tights,Online,25-34,Female,Medium,5,69.84288645112147,1
Wales,Tights,Online,35-44,Male,Medium,1,11.157519444106752,1
North West,Tights,Online,55+,Female,Low,3,38.80822671970575,1
Wales,Legwear,Online,55+,Male,Medium,4,39.08864476330977,1
Scotland,Socks,Online,35-44,Male,High,1,8.318339659868187,1
North West,Legwear,Store_A,45-54,Male,Low,7,66.70815842227874,1
London,Legwear,Store_B,45-54,Female,Medium,1,10.572485446386636,1
Wales,Socks,Store_A,18-24,Male,High,1,7.300667030402058,1
London,Tights,Store_B,35-44,Male,Low,2,26.50599050841463,1
Wales,Accessories,Online,55+,Female,Medium,3,47.06685169093656,1
South East,Legwear,Online,45-54,Male,High,1,11.366384831431864,1
North West,Tights,Online,25-34,Female,High,3,32.43545553911272,1
South East,Legwear,Online,55+,Male,Medium,1,10.11044979164181,1
North West,Accessories,Store_A,45-54,Female,Medium,3,51.56733147646207,1
Midlands,Legwear,Store_B,35-44,Male,High,4,37.56802838909803,1
South East,Accessories,Online,35-44,Female,Medium,1,14.894841968787343,1
Wales,Tights,Online,25-34,Female,Medium,4,44.73402647340451,1
Scotland,Accessories,Store_A,25-34,Male,Low,3,52.88622430250774,1
South East,Legwear,Online,45-54,Male,Low,1,9.823455522013578,1
South East,Socks,Store_A,55+,Male,Medium,1,8.180709632926279,1
London,Accessories,Store_B,45-54,Female,Low,3,51.14840713401268,1
Midlands,Accessories,Store_A,55+,Male,Low,1,14.3346577651039,1
Midlands,Legwear,Online,35-44,Male,Low,3,32.17400210514597,1
London,Legwear,Online,45-54,Female,Medium,3,33.89254999101878,1
North West,Accessories,Online,45-54,Female,Low,3,48.45010655044877,1
Midlands,Tights,Online,25-34,Female,Low,2,22.952317039161677,1
Wales,Legwear,Online,18-24,Male,Medium,1,10.86101332446593,1
South East,Socks,Store_A,45-54,Female,Low,3,21.647048689028946,1
Wales,Legwear,Online,55+,Male,Medium,2,23.437141475555975,1
Wales,Accessories,Online,35-44,Female,Low,1,14.806392218289004,1
North West,Accessories,Online,18-24,Male,High,2,35.164076437266786,1
South East,Tights,Store_B,35-44,Female,Low,1,12.074506996542926,1
Midlands,Accessories,Store_A,35-44,Male,Low,3,52.50205574010537,1
Midlands,Tights,Online,45-54,Male,Low,3,39.52859120365403,1
South East,Socks,Store_A,35-44,Male,Medium,2,16.356009509918483,1
Scotland,Socks,Store_A,25-34,Male,Low,5,41.79086344412131,1
Scotland,Legwear,Online,55+,Male,High,2,20.5202776507856,1
Wales,Accessories,Store_B,18-24,Female,Medium,2,32.64917791001503,1
Scotland,Accessories,Store_B,45-54,Male,High,1,15.983627882050344,1
South East,Socks,Store_A,55+,Male,Medium,4,34.39754586008347,1
London,Accessories,Online,18-24,Female,Medium,1,13.896893940543293,1
London,Tights,Online,35-44,Male,Medium,1,12.101545495794326,1
London,Legwear,Store_A,25-34,Male,Medium,2,22.04447873833624,1
Midlands,Tights,Online,35-44,Female,Medium,2,28.291321282922404,1
London,Tights,Online,45-54,Female,High,2,28.299787205099996,1
Scotland,Tights,Online,55+,Male,Low,2,23.00154771260976,1
London,Accessories,Online,45-54,Other,High,1,15.461669798737397,1
South East,Accessories,Store_A,25-34,Male,Low,2,29.139395672478003,1
North West,Tights,Online,18-24,Male,Low,4,45.303805216125646,1
Scotland,Socks,Online,25-34,Male,Low,6,45.216986505541364,1
South East,Tights,Store_A,25-34,Female,Low,2,21.851865202007904,1
Midlands,Accessories,Store_A,35-44,Male,Medium,1,16.286851636863524,1
London,Tights,Online,35-44,Female,Medium,2,23.086555215396697,1
London,Accessories,Store_B,18-24,Female,Low,1,13.810953950034273,1
South East,Accessories,Online,45-54,Female,Medium,2,34.4597563932125,1
London,Legwear,Store_B,25-34,Male,Low,1,10.697571765328826,1
Midlands,Tights,Store_A,18-24,Other,Medium,3,32.822414871059536,1
London,Socks,Store_A,18-24,Male,Medium,3,23.652463940664727,1
Wales,Socks,Online,45-54,Female,Medium,1,7.2146433868571425,1
North West,Socks,Store_A,18-24,Male,Low,1,9.02332992734996,1
Scotland,Socks,Online,35-44,Male,High,3,25.635264217924714,1
Scotland,Tights,Online,55+,Female,Medium,2,22.90328577451593,1
London,Tights,Store_A,55+,Male,High,2,26.803210578926922,1
Wales,Legwear,Store_B,45-54,Female,Medium,1,11.553322963752608,1
North West,Legwear,Online,45-54,Female,Medium,2,22.727322403089968,1
South East,Accessories,Online,25-34,Female,Medium,1,14.458509863312798,1
Scotland,Socks,Store_A,35-44,Male,Low,1,7.824621194464303,1
Wales,Legwear,Online,45-54,Male,Medium,4,45.083165198186975,1
Midlands,Accessories,Store_B,18-24,Female,Medium,3,53.51849011200329,1
South East,Socks,Online,18-24,Female,High,3,22.225607550475548,1
South East,Tights,Online,25-34,Male,Medium,2,27.101688105348956,1
North West,Tights,Store_A,25-34,Female,High,2,25.418938488577652,1
Wales,Tights,Online,35-44,Male,Low,3,39.181678700586666,1
North West,Legwear,Online,55+,Female,Low,1,10.786600426817037,1
North West,Socks,Store_A,18-24,Female,Low,1,7.420440959146252,1
